# of units,City,Area,Address,Strata Name,Postal Code,Strata Plan #,Current Management text,Construction,Year built,Link
,Vancouver,Fairview,825 W 15th Avenue,Harrod,,,,,,
,Vancouver,Fairview,719 W 15th Avenue,Heather Palms,,,,,,
,Vancouver,Fairview,1633 W 10th Avenue,Hennessy House,,,,,,
,Vancouver,Fairview,1640 W 11th Avenue,Heritage House,,,,,,
,Vancouver,Fairview,1445 Marpole Avenue,Hycroft Towers,,,,,,
,Vancouver,Fairview,651 - 689 W 7th Avenue,Ivy's,,,,,,
,Vancouver,Fairview,1149 W 11th Avenue,Kals Land Holding Ltd,,,,,,
,Vancouver,Fairview,1250 W 12th Avenue,Kensington Place,,,,,,
,Vancouver,Fairview,1337 W 10th Avenue,Kimberley,,,,,,
,Vancouver,Fairview,2880 Oak Street,Kingsmere Manor,,,,,,
,Vancouver,Fairview,1596 W 14th Avenue,Kingswood,,,,,,
,Vancouver,Fairview,1030 W Broadway Boulevard,La Colomba,,,,,,
,Vancouver,Fairview,788 W 8th Avenue,La Fortuna,,,,,,
,Vancouver,Fairview,1082 W 8th Avenue,La Galleria,,,,,,
,Vancouver,Fairview,1260 W 10th Avenue,Labelle Court,,,,,,
,Vancouver,Fairview,1551 W 11th Avenue,Laburnum Heights,,,,,,
,Vancouver,Fairview,1405 W 15th Avenue,Landmark Grand,,,,,,
,Vancouver,Fairview,1696 W 10th Avenue,Landmark Plaza,,,,,,
,Vancouver,Fairview,1790 W 11th Avenue,Landmark Regency,,,,,,
,Vancouver,Fairview,1266 W 13th Avenue,Landmark Shaughnessy,,,,,,
,Vancouver,Fairview,1412 W 14th Avenue,Landmark Sunset,,,,,,
,Vancouver,Fairview,908 W 7th Avenue,Laurel Bridge,,,,,,
,Vancouver,Fairview,925 W 10th Avenue,Laurel Place,,,,,,
,Vancouver,Fairview,3168 Laurel Street,Laurel Place,,,,,,
,Vancouver,Fairview,1545 W 13th Avenue,Leicester,,,,,,
,Vancouver,Fairview,1216 W 11th Avenue,Linden Court Ltd,,,,,,
,Vancouver,Fairview,1788 W 13th Avenue,Magnolia,,,,,,
,Vancouver,Fairview,1590 W 8th Avenue,Manhattan West,,,,,,
,Vancouver,Fairview,3065 Heather Street,Maple,,,,,,
,Vancouver,Fairview,1299 W 7th Avenue,Marbella,,,,,,
,Vancouver,Fairview,1075 W 13th Avenue,Marie Court,,,,,,
,Vancouver,Fairview,1275 W 7th Avenue,Mariposa,,,,,,
,Vancouver,Fairview,939 W 7th Avenue,Meridian Court,,,,,,
,Vancouver,Fairview,2201 Pine Street,Meridian Cove,,,,,,
,Vancouver,Fairview,1777 W 13th Avenue,Mont Charles,,,,,,
,Vancouver,Fairview,1736 W 10th Avenue,Monte Carlo,,,,,,
,Vancouver,Fairview,985 W 10th Avenue,Monte Carlo,,,,,,
,Vancouver,Fairview,1386 - 1388 W 6th Avenue,Nottingham,,,,,,
,Vancouver,Fairview,1035 W 11th Avenue,Oak Terrace,,,,,,
,Vancouver,Fairview,1055 W 13th Avenue,Oak West,,,,,,
,Vancouver,Fairview,975 W 13th Avenue,Oakmont,,,,,,
,Vancouver,Fairview,3089 Oak Street,Oaks,,,,,,
,Vancouver,Fairview,929 W 16th Avenue,Oakview Gardens,,,,,,
,Vancouver,Fairview,788 W 14th Avenue,Oakwood West,,,,,,
,Vancouver,Fairview,638 W 7th Avenue,Omega Citi Home Condos,,,,,,
,Vancouver,Fairview,1131 W 11th Avenue,Pacific Housing,,,,,,
,Vancouver,Fairview,503 W 16th Avenue,Pacifica,,,,,,
,Vancouver,Fairview,518 W 14th Avenue,Pacifica,,,,,,
,Vancouver,Fairview,3055 - 3133 Cambie Street,Pacifica,,,,,,
,Vancouver,Fairview,889 W 7th Avenue,Parkview Terrace,,,,,,
,Vancouver,Fairview,2288 Laurel Street,Parkview Terrace,,,,,,
,Vancouver,Fairview,1350 W 6th Avenue,Pepper Ridge,,,,,,
,Vancouver,Fairview,1710 W 13th Avenue,Pine Ridge,,,,,,
,Vancouver,Fairview,1530 W 8th Avenue,Pintura,,,,,,
,Vancouver,Fairview,1126 W 11th Avenue,Prime Rose Court,,,,,,
,Vancouver,Fairview,1717 W 13th Avenue,Princeton Manor,,,,,,
,Vancouver,Fairview,1775 W 11th Avenue,Ravenwood,,,,,,
,Vancouver,Fairview,1750 W 10th Avenue,Regency House,,,,,,
,Vancouver,Fairview,910 W 8th Avenue,Rhapsody,,,,,,
,Vancouver,Fairview,1333 W 11th Avenue,Sakura,,,,,,
,Vancouver,Fairview,1101 W 8th Avenue,San Franciscan 2,,,,,,
,Vancouver,Fairview,1182 W 7th Street,San Fransiscan,,,,,,
,Vancouver,Fairview,1707 W 7th Avenue,Santa Fe,,,,,,
,Vancouver,Fairview,1038 W 7th Avenue,Santorini,,,,,,
,Vancouver,Fairview,1166 W 6th Avenue,Seascape Vista,,,,,,
,Vancouver,Fairview,1235 W 15th Avenue,Shaughnessy,,,,,,
,Vancouver,Fairview,1568 W 12th Avenue,Shaughnessy,,,,,,
,Vancouver,Fairview,2988 Alder Street,Shaughnessy Gate,,,,,,
,Vancouver,Fairview,1477 W 15th Avenue,Shaughnessy Mansions,,,,,,
,Vancouver,Fairview,1695 W 10th Avenue,Sherwood Manor Ltd.,,,,,,
,Vancouver,Fairview,1428 W 6th Avenue,Siena of Portico,,,,,,
,Vancouver,Fairview,1205 W 14th Avenue,Signature Place,,,,,,
,Vancouver,Fairview,789 W 16th Avenue,Sixteen Willows,,,,,,
,Vancouver,Fairview,2483 Spruce Street,Skyline,,,,,,
,Vancouver,Fairview,1476 W 10th Avenue,South Granville Place,,,,,,
,Vancouver,Fairview,933 W 8th Avenue,South Port,,,,,,
,Vancouver,Fairview,1775 W 10th Avenue,Stanford Court,,,,,,
,Vancouver,Fairview,2775 Fir Street,Sterling Court,,,,,,
,Vancouver,Fairview,526 W 13th Avenue,Sungate,,,,,,
,Vancouver,Fairview,1345 W 15th Avenue,Sunrise West,,,,,,
,Vancouver,Fairview,750 W 12th Avenue,Tapestry,,,,,,
,Vancouver,Fairview,2851 Heather Street,Tapestry,,,,,,
,Vancouver,Fairview,1352 W 10th Avenue,Tell Manor,,,,,,
,Vancouver,Fairview,1570 W 7th Avenue,Terrace On 7th,,,,,,
,Vancouver,Fairview,611 W 13th Avenue,Tiffany Court,,,,,,
,Vancouver,Fairview,655 W 13th Avenue,Tiffany Mansion,,,,,,
,Vancouver,Fairview,865 W 15th Avenue,Tiffany Oak,,,,,,
,Vancouver,Fairview,1586 W 11th Avenue,Torrey Pines,,,,,,
,Vancouver,Fairview,1685 W 14th Avenue,Town Villa,,,,,,
,Vancouver,Fairview,1575 W 10th Avenue,Triton,,,,,,
,Vancouver,Fairview,2777 Oak Street,Twelve Oaks,,,,,,
,Vancouver,Fairview,1720 W 12th Avenue,Twelve Pines,,,,,,
,Vancouver,Fairview,1483 W 7th Avenue,Verona,,,,,,
,Vancouver,Fairview,1450 W 6th Avenue,Verona of Portico,,,,,,
,Vancouver,Fairview,937 W 14th Avenue,Villa 937,,,,,,
,Vancouver,Fairview,1405 W 12th Avenue,Warrenton,,,,,,
,Vancouver,Fairview,1350 W 14th Avenue,Waterford,,,,,,
,Vancouver,Fairview,1206 W 14th Avenue,West 14th Avenue,,,,,,
,Vancouver,Fairview,3199 Willow Street,Willow Garden,,,,,,
,Vancouver,Fairview,2577 Willow Street,Willow Gardens,,,,,,
,Vancouver,Fairview,876 W 14th Avenue,Windgare Laurel,,,,,,
,Vancouver,Fairview,1100 W 7th Avenue,Windgate,,,,,,
,Vancouver,Fairview,1333 W 7th Avenue,Windgate Encore,,,,,,
,Vancouver,Fairview,735 W 15th Avenue,Windgate Willow,,,,,,
,Vancouver,Fairview,1068 W Broadway Boulevard,Zone,,,,,,
,Vancouver,False Creek,658 Leg In Boot Square,658 Leg In Boot Square,,,,,,
,Vancouver,False Creek,666 Leg In Boot Square,666 Leg In Boot Square,,,,,,
,Vancouver,False Creek,674 Leg In Boot Square,674 Leg In Boot Square,,,,,,
,Vancouver,False Creek,1485 W 6th Avenue,Carrara of Portico,,,,,,
,Vancouver,False Creek,522 Moberly Road,Discovery Quay,,,,,,
,Vancouver,False Creek,650 Moberly Road,Edgewater,,,,,,
,Vancouver,False Creek,1345 - 1365 W 4th Avenue,Granville Island Village,,,,,,
,Vancouver,False Creek,1562 W 5th Avenue,Gryphon Court,,,,,,
,Vancouver,False Creek,1450 - 1490 Pennyfarthing Drive,Harbour Cove,,,,,,
,Vancouver,False Creek,1425 Lamey's Mill Road,Harbour Terrace,,,,,,
,Vancouver,False Creek,525 Wheelhouse Square,Henley Court,,,,,,
,Vancouver,False Creek,1515 W 2nd Avenue,Island Cove,,,,,,
,Vancouver,False Creek,1551 Mariners Walk,Lagoons,,,,,,
,Vancouver,False Creek,1502 Island Park,Lagoons,,,,,,
,Vancouver,False Creek,1508 - 1550 Mariners Walk,Mariner Point,,,,,,
,Vancouver,False Creek,1510 W 1st Avenue,Mariners Point,,,,,,
,Vancouver,False Creek,1425 W 6th Avenue,Modena of Portico,,,,,,
,Vancouver,False Creek,518 Moberly Road,Newport Quay,,,,,,
,Vancouver,False Creek,456 Moberly Road,Pacific Cove,,,,,,
,Vancouver,False Creek,1859 Spyglass Place,San Remo Court,,,,,,
,Vancouver,False Creek,1529 W 6th Avenue,South Granville Lofts,,,,,,
,Vancouver,False Creek,1529 W 6th Avenue,South Granville Lofts,,,,,,
,Vancouver,False Creek,1869 Spyglass Place,Venice Court,,,,,,
,Vancouver,False Creek,1540 W 2nd Avenue,Waterfall Building,,,,,,
,Burnaby,Forglen,4808 Hazel Street,Centrepoint,,,,,,
,Burnaby,Forglen,6588 Elgin Avenue,Deer Lake Breeze,,,,,,
,Burnaby,Forglen,4505 Hazel Street,Dynasty,,,,,,
,Burnaby,Forglen,4625 Grange Street,Edgeview Manor,,,,,,
,Burnaby,Forglen,4690 Hazel Street,Hazel Court,,,,,,
,Burnaby,Forglen,5127 Irving Street,Irving Apartments,,,,,,
,Burnaby,Forglen,6070 McMurray Avenue,La Mirage I,,,,,,
,Burnaby,Forglen,6055 Nelson Avenue,La Mirage II,,,,,,
,Burnaby,Forglen,4657 Hazel Street,Lexington,,,,,,
,Burnaby,Forglen,4951 Sanders Street,Maple Glade,,,,,,
,Burnaby,Forglen,6388 Marlborough Avenue,Marlborough Place,,,,,,
,Burnaby,Forglen,4567 Hazel Street,Monarch,,,,,,
,Burnaby,Forglen,4888 Hazel Street,Newmark,,,,,,
,Burnaby,Forglen,6508 Denbigh Avenue,Oakwood,,,,,,
,Burnaby,Forglen,5025 Sanders Street,Sanders Court,,,,,,
,Burnaby,Forglen,4788 Hazel Street,Spectrum,,,,,,
,Burnaby,Forglen,5078 Irving Street,West Pointe,,,,,,
,Vancouver,Fraser,431 E 44th Avenue,431 E 44th Avenue,,,,,,
,Vancouver,Fraser,458 E 43rd Avenue,458 E 43rd Avenue,,,,,,
,Vancouver,Fraser,458 E 44th Avenue,458 E 44th Avenue,,,,,,
,Vancouver,Fraser,474 E 43rd Avenue,474 E 43rd Avenue,,,,,,
,Vancouver,Fraser,4113 Fraser Street,Cambria Terrace,,,,,,
,Vancouver,Fraser,4315 Fraser Street,Fraser,,,,,,
,Vancouver,Fraser,4838 Fraser Street,Fraserview Court,,,,,,
,Vancouver,Fraser,4868 Fraser Street,Fraserview Terrace,,,,,,
,Vancouver,Fraser,3465 Glen Drive,Glen Centre,,,,,,
,Vancouver,Fraser,868 Kingsway Boulevard,Kings Villa,,,,,,
,Vancouver,Fraser,760 Kingsway Boulevard,Kingsgate Manor,,,,,,
,Vancouver,Fraser,702 E King Edward Avenue,Magnolia,,,,,,
,Vancouver,Fraser,6172 Fraser Street,Mason Block,,,,,,
,Vancouver,Fraser,6475 Chester Street,Southridge House,,,,,,
,Vancouver,Fraser,3624 Fraser Street,Trafalgar,,,,,,
,Vancouver,Fraser,688 E 16th Avenue,Vintage Eastside,,,,,,
,Vancouver,Fraser,1015 Kingsway Boulevard,Windsor Court,,,,,,
,Vancouver,Fraserview,2288 Newport Avenue,2288 Newport Avenue,,,,,,
,Vancouver,Fraserview,2008 East 54th Avenue,Cedar54,,,,,,
,New Westminster,Fraserview,340 Ginger Drive,Fraser Mews,,,,,,
,New Westminster,Fraserview,365 Ginger Drive,Fraser Mews,,,,,,
,New Westminster,Fraserview,385 Ginger Drive,Fraser Mews 385,,,,,,
,New Westminster,Fraserview,25 Richmond Street,Fraserview Park 25,,,,,,
,New Westminster,Fraserview,48 Richmond Street,Fraserview Park 48,,,,,,
,New Westminster,Fraserview,60 Richmond Street,Fraserview Park 60,,,,,,
,New Westminster,Fraserview,67 Miner Street,Fraserview Park 67,,,,,,
,New Westminster,Fraserview,70 Richmond Street,Fraserview Park 70,,,,,,
,New Westminster,Fraserview,74 Richmond Street,Fraserview Park 74,,,,,,
,New Westminster,Fraserview,74 Miner Street,Fraserview Park 74 Miner,,,,,,
,New Westminster,Fraserview,68 Richmond Street,Gatehouse Place,,,,,,
,New Westminster,Fraserview,78 Richmond Street,Govenors Court,,,,,,
,New Westminster,Fraserview,71 Jamieson Court,Palace Quay,,,,,,
,New Westminster,Fraserview,69 Jamieson Court,Palace Quay 69,,,,,,
,Vancouver,Fraserview,3061 E Kent Avenue,Phoenix,,,,,,
,Vancouver,Fraserview,1820 - 1880 E Kent Avenue,Pilot House,,,,,,
,New Westminster,Fraserview,55 Blackberry Drive,Queens Park Place,,,,,,
,Vancouver,Fraserview,2763 Chandlery Place,River Dance,,,,,,
,Vancouver,Fraserview,2733 Chandlery Place,River Dance,,,,,,
,Vancouver,Fraserview,8495 Jellicoe Street,Rivergate,,,,,,
,Vancouver,Fraserview,2728 Chandlery Place,Riverside Gardens,,,,,,
,Vancouver,Fraserview,3038 E Kent Avenue,South Hampton,,,,,,
,Vancouver,Fraserview,2020 - 2080 E Kent Avenue,Tugboat Landing,,,,,,
,Vancouver,Fraserview,2250 SE Marine Drive,Waterside,,,,,,
,New Westminster,Glenbrooke North,18 Smokey Smith Place,Crofton,,,,,,
,New Westminster,Glenbrooke North,38 7th Avenue,Roycroft,,,,,,
,New Westminster,Glenbrooke North,675 Park Crescent,The Winchester,,,,,,
,New Westminster,Glenbrooke North,15 Smokey Smith Place,Westerly,,,,,,
,Port Coquitlam,Glenwood,3150 Vincent Street,Breyerton,,,,,,
,Port Coquitlam,Glenwood,2036 Coquitlam Avenue,Burke View Manor,,,,,,
,Port Coquitlam,Glenwood,2983 Cambridge Street,Cambridge Garden,,,,,,
,Port Coquitlam,Glenwood,1948 Coquitlam Avenue,Coquitlam Place,,,,,,
,Port Coquitlam,Glenwood,1650 Grant Avenue,Forest Side,,,,,,
,Port Coquitlam,Glenwood,3128 Flint Street,Fraser Court,,,,,,
,Port Coquitlam,Glenwood,2050 Coquitlam Avenue,Glenwood,,,,,,
,Port Coquitlam,Glenwood,1558 Grant Avenue,Grant Gardens,,,,,,
,Port Coquitlam,Glenwood,1999 Suffolk Avenue,Key West,,,,,,
,Port Coquitlam,Glenwood,1988 Suffolk Avenue,Magnolia Garden,,,,,,
,Port Coquitlam,Glenwood,3088 Flint Street,Park Place,,,,,,
,Port Coquitlam,Glenwood,1966 Coquitlam Avenue,Portica West,,,,,,
,Port Coquitlam,Glenwood,2099 Lougheed Highway,Shaughnessy Square,,,,,,
,Port Coquitlam,Glenwood,2055 Suffolk Avenue,Suffolk Manor,,,,,,
,Port Coquitlam,Glenwood,1519 Grant Avenue,The Beacon,,,,,,
,Port Coquitlam,Glenwood,1655 Grant Avenue,The Benton,,,,,,
,Port Coquitlam,Glenwood,1576 Grant Avenue,The Brownstone,,,,,,
,Port Coquitlam,Glenwood,1669 Grant Avenue,The Charleston,,,,,,
,Port Coquitlam,Glenwood,1567 Grant Avenue,The Grant,,,,,,
,Port Coquitlam,Glenwood,1990 Coquitlam Avenue,The Ritchfield,,,,,,
,Port Coquitlam,Glenwood,2083 Coquitlam Avenue,Tiffany Court,,,,,,
,Port Coquitlam,Glenwood,1570 Prairie Avenue,Violas,,,,,,
,Port Coquitlam,Glenwood,1618 Grant Avenue,Wedgewood Manor,,,,,,
,Vancouver,Grandview,1311 Cotton Drive,1311 Cotton Drive,,,,,,
,Vancouver,Grandview,1510 Grant Street,1510 Grant Street,,,,,,
,Vancouver,Grandview,1883 E 10th Avenue,1883 E 10th Avenue,,,,,,
,Vancouver,Grandview,2709 Victoria Drive,2709 Victoria Drive,,,,,,
,Vancouver,Grandview,1440 E Broadway Boulevard,Alexandra Place,,,,,,
,Vancouver,Grandview,1585 E 4th Avenue,Alpine Place,,,,,,
,Vancouver,Grandview,1689 E 4th Avenue,Angus Manor,,,,,,
,Vancouver,Grandview,1515 E Broadway Boulevard,Caledonia,,,,,,
,Vancouver,Grandview,1868 E 11th Avenue,Cedar Cottage,,,,,,
,Vancouver,Grandview,1537 Charles Street,Charles Garden,,,,,,
,Vancouver,Grandview,1707 Charles Street,City Lights,,,,,,
,Vancouver,Grandview,1718 Venables Street,City View Terraces,,,,,,
,Vancouver,Grandview,1549 Kitchener Street,Dharma Digs,,,,,,
,Vancouver,Grandview,1617 Grant Street,Evergreen Place,,,,,,
,Vancouver,Grandview,1516 Charles Street,Garden Terrace,,,,,,
,Vancouver,Grandview,1433 E 1st Avenue,Grandview Gardens,,,,,,
,Vancouver,Grandview,1623 E 2nd Avenue,Grandview Manor,,,,,,
,Vancouver,Grandview,1520 Cotton Drive,Grantview Place,,,,,,
,Vancouver,Grandview,1330 Graveley Street,Hampton Court,,,,,,
,Vancouver,Grandview,1688 E 4th Avenue,La Casa,,,,,,
,Vancouver,Grandview,1688 E 4th Avenue,La Casa,,,,,,
,Vancouver,Grandview,1422 E 3rd Avenue,La Conatessa,,,,,,
,Vancouver,Grandview,1688 E 8th Avenue,La Residenza,,,,,,
,Vancouver,Grandview,1950 E 11th Avenue,Lakeview Place,,,,,,
,Vancouver,Grandview,1420 E 7th Avenue,Landmark Court,,,,,,
,Vancouver,Grandview,1429 William Street,Landmark Place,,,,,,
,Vancouver,Grandview,1610 E 5th Avenue,Magnolia Court,,,,,,
,Vancouver,Grandview,1365 E 7th Avenue,Mclean Gardens,,,,,,
,Vancouver,Grandview,1645 E 5th Avenue,Newton Place,,,,,,
,Vancouver,Grandview,1450 E 7th Avenue,Ridgeway Place,,,,,,
,Vancouver,Grandview,2736 Victoria Drive,Royal Victoria Garden,,,,,,
,Vancouver,Grandview,1429 E 4th Avenue,Sandcastle Villa,,,,,,
,Vancouver,Grandview,1481 E 4th Avenue,Scenic Villa,,,,,,
,Vancouver,Grandview,1611 E 3rd Avenue,Villa Verde,,,,,,
,Vancouver,Grandview,1420 E 8th Avenue,Willow Bridge,,,,,,
,Vancouver,Grandview,1641 Woodland Drive,Woodland Court,,,,,,
,Vancouver,Grandview,1515 E 5th Avenue,Woodland Place,,,,,,
,Vancouver,Grandview,1515 E 6th Avenue,Woodland Terrace,,,,,,
,Vancouver,Grandview,1516 E 1st Avenue,Woodland Villa,,,,,,
,Vancouver,Grandview,1540 E 4th Avenue,Woodlands,,,,,,
,Vancouver,Hastings,120 Garden Drive,120 Garden Drive,,,,,,
,Vancouver,Hastings,138 Templeton Drive,138 Templeton Drive,,,,,,
,Vancouver,Hastings,1622 Frances Street,1622 Frances Street,,,,,,
,Vancouver,Hastings,1729 E Georgia Street,1729 E Georgia Street,,,,,,
,Vancouver,Hastings,2245 Eton Street,2245 Eton Street,,,,,,
,Vancouver,Hastings,2272 Dundas Street,2272 Dundas Street,,,,,,
,Vancouver,Hastings,2333 Eton Street,2333 Eton Street,,,,,,
,Vancouver,Hastings,2355 Trinity Street,2355 Trinity Street,,,,,,
,Vancouver,Hastings,25 Garden Drive,25 Garden Drive,,,,,,
,Vancouver,Hastings,29 Nanaimo Street,29 Nanaimo Street,,,,,,
,Vancouver,Hastings,33 N Templeton Drive,33 North,,,,,,
,Vancouver,Hastings,2222 Cambridge Street,Cambridge,,,,,,
,Vancouver,Hastings,2001 Wall Street,Cannery Row,,,,,,
,Vancouver,Hastings,1738 Frances Street,City Gardens,,,,,,
,Vancouver,Hastings,2212 Oxford Street,City View Place,,,,,,
,Vancouver,Hastings,289 Alexander Street,Edge,,,,,,
,Vancouver,Hastings,289 Alexander Street,Edge,,,,,,
,Vancouver,Hastings,2238 Eton Street,Eton Heights,,,,,,
,Vancouver,Hastings,2224 Eton Street,Eton Place,,,,,,
,Vancouver,Hastings,2255 Eton Street,Eton Villa,,,,,,
,Vancouver,Hastings,1615 Frances Street,Frances Manor,,,,,,
,Vancouver,Hastings,3 N Garden Drive,Garden Court,,,,,,
,Vancouver,Hastings,224 N Garden Drive,Garden Estates,,,,,,
,Vancouver,Hastings,1823 E Georgia Street,Georgia Court,,,,,,
,Vancouver,Hastings,1915 E Georgia Street,Georgia Gardens,,,,,,
,Vancouver,Hastings,2133 Dundas Street,Harbour Gate,,,,,,
,Vancouver,Hastings,2215 Dundas Street,Harbour Reach,,,,,,
,Vancouver,Hastings,2336 Wall Street,Harbour Shores,,,,,,
,Vancouver,Hastings,2045 Franklin Street,Harbourmount,,,,,,
,Vancouver,Hastings,2265 E Hasting Street,Hastings Gate,,,,,,
,Vancouver,Hastings,16 Lakewood Drive,Lakewood Villa,,,,,,
,Vancouver,Hastings,2240 Wall Street,Landmark Edgewater,,,,,,
,Vancouver,Hastings,2333 Triumph Street,Landmark Monterey,,,,,,
,Vancouver,Hastings,2250 Oxford Street,Landmark Oxford,,,,,,
,Vancouver,Hastings,2277 Mcgill Street,Landmark Terrace,,,,,,
,Vancouver,Hastings,1864 Frances Street,Landview Place,,,,,,
,Vancouver,Hastings,2023 Franklin Street,Leslie Pointe,,,,,,
,Vancouver,Hastings,2328 Oxford Street,Mariner Place,,,,,,
,Vancouver,Hastings,2390 McGill Street,McGill Manor,,,,,,
,Vancouver,Hastings,2244 McGill Street,McGill Place,,,,,,
,Vancouver,Hastings,2033 Triumph Street,McKenzie House,,,,,,
,Vancouver,Hastings,2211 Wall Street,Pacific Landing,,,,,,
,Vancouver,Hastings,2295 Pandora Street,Pandora Gardens,,,,,,
,Vancouver,Hastings,725 Commercial Drive,Place Devito,,,,,,
,Vancouver,Hastings,215 N Templeton Drive,Porto Vista,,,,,,
,Vancouver,Hastings,2388 Triumph Street,Royal Alexandra,,,,,,
,Vancouver,Hastings,1723 Frances Street,Shalimar Gardens,,,,,,
,Vancouver,Hastings,2320 Trinity Street,Trinity Manor,,,,,,
,Vancouver,Hastings,253 Powell Street,Two Fifty Three Powell,,,,,,
,Vancouver,Hastings,2150 E Hastings Street,View,,,,,,
,Vancouver,Hastings,2159 Wall Street,Wall Court,,,,,,
,Vancouver,Hastings,1202 - 1222 E Pender Street,Workshop Studios,,,,,,
,Vancouver,Hastings East,2891 E Hastings Street,Park Renfrew,,,,,,
,Vancouver,Kerrisdale,2180 W 43rd Avenue,2180 W 43rd Avenue,,,,,,
,Vancouver,Kerrisdale,2275 W 40th Avenue,2275 W 40th Avenue,,,,,,
,Vancouver,Kerrisdale,2288 W 40th Avenue,2288 W 40th Avenue,,,,,,
,Vancouver,Kerrisdale,2893 W 41st Avenue,2893 W 41st Avenue,,,,,,
,Vancouver,Kerrisdale,5783 Balsam Street,5783 Balsam Street,,,,,,
,Vancouver,Kerrisdale,5885 Yew Street,5885 Yew Street,,,,,,
,Vancouver,Kerrisdale,5955 Balsam Street,5955 Balsam,,,,,,
,Vancouver,Kerrisdale,2121 W 38th Avenue,Ashley Court,,,,,,
,Vancouver,Kerrisdale,2409 W 43rd Avenue,Balsam Court,,,,,,
,Vancouver,Kerrisdale,5350 Balsam Street,Balsam House,,,,,,
,Vancouver,Kerrisdale,5425 Yew Street,Belmont,,,,,,
,Vancouver,Kerrisdale,2210 W 40th Avenue,Bentley Park,,,,,,
,Vancouver,Kerrisdale,2110 W 47th Avenue,Boulevard Apartments,,,,,,
,Vancouver,Kerrisdale,6367 West Boulevard,Boulevard Apts (no.2) Ltd.,,,,,,
,Vancouver,Kerrisdale,6080 East Boulevard,Boulevard Manor,,,,,,
,Vancouver,Kerrisdale,2110 W 46th Avenue,Boulevard Place,,,,,,
,Vancouver,Kerrisdale,2105 W 42nd Avenue,Brownstone,,,,,,
,Vancouver,Kerrisdale,5555 Yew Street,Carlton Towers,,,,,,
,Vancouver,Kerrisdale,2250 W 43rd Avenue,Charlton Court,,,,,,
,Vancouver,Kerrisdale,5389 Vine Street,Chelsea Court,,,,,,
,Vancouver,Kerrisdale,5850 Balsam Street,Claridge,,,,,,
,Vancouver,Kerrisdale,2128 W 43rd Avenue,Connaught Place,,,,,,
,Vancouver,Kerrisdale,3028 W 41st Avenue,Crofton,,,,,,
,Vancouver,Kerrisdale,2255 W 40th Avenue,Darrell,,,,,,
,Vancouver,Kerrisdale,5700 Larch Street,Elm Park Place,,,,,,
,Vancouver,Kerrisdale,2189 W 42nd Avenue,Governor Point,,,,,,
,Vancouver,Kerrisdale,6237 West Boulevard,Hazelton Court,,,,,,
,Vancouver,Kerrisdale,6455 West Boulevard,Hillcrest Apartments,,,,,,
,Vancouver,Kerrisdale,6415 West Boulevard,Hillcrest Apartments,,,,,,
,Vancouver,Kerrisdale,2105 W 47th Avenue,Kerrisdale Apartments,,,,,,
,Vancouver,Kerrisdale,2296 W 39th Avenue,Kerrisdale Crest,,,,,,
,Vancouver,Kerrisdale,2096 W 46th Avenue,Kerrisdale Landing,,,,,,
,Vancouver,Kerrisdale,5723 Balsam Street,Kerrisdale Place,,,,,,
,Vancouver,Kerrisdale,2260 W 39th Avenue,Kerry,,,,,,
,Vancouver,Kerrisdale,6320 East Boulevard,Kirk Manor,,,,,,
,Vancouver,Kerrisdale,5790 East Boulevard,Laureates,,,,,,
,Vancouver,Kerrisdale,2103 W 45th Avenue,Legend,,,,,,
,Vancouver,Kerrisdale,2146 W 43rd Avenue,Maddock Manor,,,,,,
,Vancouver,Kerrisdale,2320 W 40th Avenue,Manor Gardens,,,,,,
,Vancouver,Kerrisdale,6344 East Boulevard,Maple Grove Apartments,,,,,,
,Vancouver,Kerrisdale,5920 East Boulevard,Oakwood Terrace,,,,,,
,Vancouver,Kerrisdale,2102 W 38th Avenue,Platinum,,,,,,
,Vancouver,Kerrisdale,2115 W 40th Avenue,Regency Place,,,,,,
,Vancouver,Kerrisdale,6040 East Boulevard,Shaughnessy Apartments,,,,,,
,Vancouver,Kerrisdale,6020 East Boulevard,Shaughnessy Apartments,,,,,,
,Vancouver,Kerrisdale,6020 Yew Street,Somerset Villas,,,,,,
,Vancouver,Kerrisdale,2350 W 39th Avenue,St. Moritz,,,,,,
,Vancouver,Kerrisdale,5939 Yew Street,Tiffany Place,,,,,,
,Vancouver,Kerrisdale,2165 W 40th Avenue,Veronica Apartments Ltd.,,,,,,
,Vancouver,Kerrisdale,5788 Vine Street,Vine Yard,,,,,,
,Vancouver,Kerrisdale,5475 Vine Street,Vinecrest Manor Ltd,,,,,,
,Vancouver,Kerrisdale,2108 W 38th Avenue,Wilshire,,,,,,
,Vancouver,Kerrisdale,5626 Larch Street,Wilson House,,,,,,
,Vancouver,Killarney,1995 E 51st Avenue,1995 E 51st Avenue,,,,,,
,Vancouver,Killarney,1988 E 49th Avenue,Casa D'oro,,,,,,
,Vancouver,Killarney,6963 Victoria Drive,Fraserview Place,,,,,,
,Vancouver,Killarney,5818 Lincoln Street,Lincoln Place,,,,,,
,Vancouver,Killarney,2600 E 49th Avenue,South Winds,,,,,,
,Vancouver,Killarney,1958 E 47th Avenue,Victoria Manor,,,,,,
,Vancouver,Killarney,6991 Victoria Drive,Victoria Park,,,,,,
,Vancouver,Kitsilano,1707 Yew Street,1707 Yew Street,,,,,,
